"Title","Author","Main Genre","Sub Genre","Type","Rating","No. of People rated","Price","Number of Sub-genres"
"Dance Away with Me: A Novel","Susan Elizabeth Phillips","Romance","Small Town Romance","Kindle Edition",4.6,4509,11.15,29
"Too Long: Hayes Brothers Book 6","I. A.  Dice","Romance","Small Town Romance","Kindle Edition",4.6,407,20.14,29
"Too Strong: Hayes Brothers Book 4","I. A. Dice","Romance","Small Town Romance","Kindle Edition",4.4,1377,19.89,29
"Bad Alibi: A Small-Town Romance (Redemption Book 1)","Jessica Prince","Romance","Small Town Romance","Kindle Edition",4.5,2868,18.2,29
"Irresistible: A Small Town Single Parent Romance (Landmark Mountain Book 3)","Willow  Aster","Romance","Small Town Romance","Kindle Edition",4.3,2002,20.09,29
"Laws of Attraction (The Southerlands Book 7)","Evelyn Adams","Romance","Small Town Romance","Kindle Edition",4.4,1139,20.14,29
"Consolation (The Salvation Series Book 3)","Corinne Michaels","Romance","Small Town Romance","Kindle Edition",4.6,9891,19.94,29
"Flaunt (Carmichael Family Series Book 4)","Adriana Locke","Romance","Small Town Romance","Kindle Edition",4.5,3013,19.94,29
"More Than Anything (The Broken Pieces Book 1)","Natasha Anders","Romance","Small Town Romance","Kindle Edition",4.2,2603,6.27,29
"Turkeys (Licking Thicket Book 4)","Lucy Lennox","Romance","Small Town Romance","Kindle Edition",4.6,826,24.21,29
"More Than I Could (Marshall Family Series)","Adriana Locke","Romance","Small Town Romance","Kindle Edition",4.4,2783,20.09,29
"Scorch (Smoke Series Book 9)","Abbi Glines","Romance","Small Town Romance","Kindle Edition",4.6,639,21.79,29
"Beneath the Surface (Sugarlake Series Book 4)","Emily McIntire","Romance","Small Town Romance","Kindle Edition",4.6,1631,16.06,29
"Beauty and the Baller (Strangers in Love)","Ilsa Madden-Mills","Romance","Small Town Romance","Kindle Edition",4.4,18851,6.26,29
"Fakers (Licking Thicket Book 1)","Lucy Lennox","Romance","Small Town Romance","Kindle Edition",4.5,3671,21.79,29
"Indigo Ridge: (The Edens #1)","Devney Perry","Romance","Small Town Romance","Kindle Edition",4.4,19054,18.3,29
"The Wingman (Alpha Men Book 1)","Natasha Anders","Romance","Small Town Romance","Kindle Edition",4.3,4626,5.57,29
"Between Never and Forever (The Hometown Heartless)","Brit  Benson","Romance","Small Town Romance","Kindle Edition",4.4,1548,20.14,29
"விள�?யாட இத�? நேரமா? இன்னிங்க்ஸ் 1 : Vilaiyada Ithu Nerama? Innings 1 (Tamil Edition)","Andal  Arugan","Romance","Sports","Kindle Edition",4.1,6,21.79,29
"விள�?யாட இத�? நேரமா? இன்னிங்க்ஸ் 2: Vilaiyada Ithu Nerama? Innings 2 (Tamil Edition)","Andal Arugan","Romance","Sports","Kindle Edition",1,2,20.14,29
"Behind the Net: a grumpy sunshine hockey romance (Vancouver Storm Book 1)","Stephanie Archer","Romance","Sports","Kindle Edition",4.2,27341,14.8,29
"Against All Odds (Holt Hockey Book 2)","C.W. Farnsworth","Romance","Sports","Kindle Edition",4.3,1323,20.14,29
"The Keeper (Playing To Win Book 1)","Bella  Matthews","Romance","Sports","Kindle Edition",4.3,4917,20.14,29
"The Dropped Catch: An Enemies to Lovers Second Chance Indian Sports Romance (The Cricket Season Book 3)","Ritika Aastha","Romance","Sports","Kindle Edition",4.6,11,7.23,29
"He's Not My Type","Meghan  Quinn","Romance","Sports","Kindle Edition",4.5,23137,20.18,29
"Huck: A Coach's Daughter Forbidden Romance: A New York Players Novel (The New York Players Book 5)","Lulu Moore","Romance","Sports","Kindle Edition",4.3,666,20.09,29
"Center Ice (Boston Rebels Book 1)","Julia Connors","Romance","Sports","Kindle Edition",4.2,1497,20.14,29
"Offside (Rules of the Game)","Avery Keelan","Romance","Sports","Kindle Edition",4.3,21306,20.18,29
"The Stunt (Boston Blizzard Series)","C.L. Rose","Romance","Sports","Kindle Edition",4.2,125,12.08,29
"Never Have I Ever - A College Romance Book (Campus Games 1)","Stephanie Alves","Romance","Sports","Kindle Edition",4,1430,20.14,29
"Famous Last Words: A College Hockey Romance (Holt Hockey Book 1)","C.W. Farnsworth","Romance","Sports","Kindle Edition",4.3,6002,20.14,29
"Throttled (Dirty Air Series Book 1)","Lauren Asher","Romance","Sports","Kindle Edition",4.2,22129,20.14,29
"Fault Line (Coastal University Book 2)","Ki Stephens","Romance","Sports","Kindle Edition",3.8,1494,16.01,29
"Right Man, Right Time","Meghan Quinn","Romance","Sports","Kindle Edition",4.3,35929,20.09,29
"The Enforcer (Lakeside University (LSU Book 1)","Avery Keelan","Romance","Sports","Kindle Edition",4.2,7530,20.09,29
"The C*ck Down the Block (The Cocky Kingmans Book 1)","Amy Award","Romance","Sports","Kindle Edition",4.1,7582,14.51,29
"Shutout (Rules of the Game)","Avery  Keelan","Romance","Sports","Kindle Edition",4.4,10592,20.33,29
"Wicked Minds: A college hockey romance (Halston U Book 2)","R.A. Smyth","Romance","Sports","Kindle Edition",0,0,21.79,29
"Consider Me: 1 (Playing for Keeps)","Becka Mack","Romance","Sports","Paperback",4.3,32987,16.35,29
"Loving Romeo: A Small Town, Enemies to Lovers, Sports Romance (Magnolia Falls Series Book 1)","Laura Pavlov","Romance","Sports","Kindle Edition",4.4,4481,20.09,29
"Rules Of The Game: A College Hockey Romance (Rule Breaker Series Book 2)","J. Wilder","Romance","Sports","Kindle Edition",4.2,3191,20.14,29
"Not My Romeo (The Game Changers Book 1)","Ilsa Madden-Mills","Romance","Sports","Kindle Edition",4.5,17515,6.26,29
"Irresistibly Risky (Irresistibly Yours Book 4)","J.  Saman","Romance","Sports","Kindle Edition",4.5,2506,20.09,29
"The Pucking Wrong Guy: A Hockey Romance (The Pucking Wrong Series Book 2)","C.R.  Jane","Romance","Sports","Kindle Edition",4.3,6785,20.18,29
"Just Don't Fall : A Fake Dating Hockey RomCom","Emma St. Clair","Romance","Sports","Kindle Edition",4.3,5490,19.36,29
"Ruthless Villain: A Hockey Billionaire Romance Novel (Ruthless Billionaires Book 3)","Faith Summers","Romance","Sports","Kindle Edition",4.7,60,20.09,29
"Only in Your Dreams: A Small Town Brother's Best Friend Sports Romance","Ellie K. Wilde","Romance","Sports","Kindle Edition",4.3,1057,16.06,29
"The End Zone (Out Of Bounds Book 2)","Erin MacKenzie","Romance","Sports","Kindle Edition",4.1,246,20.09,29
"Never Mine to Hold: An Enemies-to-Lovers Secret Identity New Adult Sports Romance (Western Wildcats Hockey Book 3)","Jennifer Sucevic","Romance","Sports","Kindle Edition",4.2,675,15.72,29
"Reckless Hate: Enemies to Lovers Indian Romance","M.V. Kasi","Romance","Sports","Kindle Edition",4.5,388,9.66,29
"Reputation: A Single Dad Romance (Tempt Series)","Jenna Hartley","Romance","Sports","Kindle Edition",4.4,158,20.14,29
"Ice Bet: A Forbidden Hockey Romance (Bexley U)","SJ Sylvis","Romance","Sports","Kindle Edition",4.4,3047,20.09,29
"Hate You Always: An Enemies-to-Lovers Brother's Teammate New Adult Sports Romance (Western Wildcats Hockey Book 1)","Jennifer Sucevic","Romance","Sports","Kindle Edition",4.2,2377,21.54,29
"In Your Wildest Dreams (Wildcat Hockey Book 4)","Rebecca Jenshak","Romance","Sports","Kindle Edition",4.3,3989,19.36,29
"Lords of Pain (Dark College Bully Romance): Royals of Forsyth University","Angel Lawson","Romance","Sports","Kindle Edition",4.4,14157,19.89,29
"The Wiener Across the Way (The Cocky Kingmans Book 2)","Amy Award","Romance","Sports","Kindle Edition",4.2,1613,21.79,29
"Blurred Lines: A Friends to Lovers MM Romance (Darby U Hockey Boys Book 2)","Andi Jaxon","Romance","Sports","Kindle Edition",4.2,1736,21.79,29
"THINGS WE NEVER GOT OVER: the TikTok bestseller and perfect small-town romcom! (Knockemout Series)","Lucy Score","Romance","Western & Frontier","Paperback",4.4,173438,19.94,29
"Flawless: The must-read, small-town romance and TikTok bestseller! (Chestnut Springs)","Elsie Silver","Romance","Western & Frontier","Paperback",4.4,45713,22.51,29
"Rewrite Our Story: A Small Town Best Friend's Brother Second Chance Romance (Sutten Mountain)","Kat Singleton","Romance","Western & Frontier","Kindle Edition",4.2,5506,20.14,29
"AUCTIONED TO THE LUMBERJACKS: A LUMBERJACK REVERSE HAREM ROMANCE (AUCTIONED SERIES Book 2)","Stephanie Brother","Romance","Western & Frontier","Kindle Edition",4.5,366,12.03,29
"Tempt Our Fate: A Small Town Enemies To Lovers Billionaire Romance (Sutten Mountain)","Kat Singleton","Romance","Western & Frontier","Kindle Edition",4.3,4128,20.14,29
"Moe Hankins","R. O.  Lane","Romance","Western & Frontier","Kindle Edition",4.7,2953,12.08,29
"The Billionaire's Twin Lessons (Lone Star Sweethearts)","Holly Rayner","Romance","Western & Frontier","Kindle Edition",4.4,469,3.98,29
"Bound by Love: A Dark Romance (Bound by Contract- An Indian Dark Romance Book 4)","Mrs Claire","Romance","Western & Frontier","Kindle Edition",4.6,18,4.8,29
"Things We Hide From The Light: the unforgettable sequel to global bestseller Things We Never Got Over (Knockemout Series)","Lucy Score","Romance","Western & Frontier","Paperback",4.4,78530,19.65,29
"The Rancher's Betrayed Wife: A Modern Mail-Order Marriage Romance (Billionaires of Evergreen, Texas)","Marian Tee","Romance","Western & Frontier","Kindle Edition",3.8,258,12.08,29
"The Librarian and Her Unrequited Love (Secret Billionaires of Wyoming)","Marian Tee","Romance","Western & Frontier","Kindle Edition",4,49,12.03,29
"Faithful (Wanted Series Book 3)","Kelly Elliott","Romance","Western & Frontier","Kindle Edition",4.5,1771,19.8,29
"Teased, Pleased And Fed: A Milking Fantasy","Joan Farraneau","Romance","Western & Frontier","Kindle Edition",3.7,74,4.8,29
"Rail Detective","R. O.  Lane","Romance","Western & Frontier","Kindle Edition",4.6,2695,3.93,29
"Lobo 3 (The Lobo Trilogy)","John Deacon","Romance","Western & Frontier","Kindle Edition",4.6,2799,12.08,29
"A Mail-Order Bride's Hidden Legacy: An Inspirational Romance Novel","Lilah Rivers","Romance","Western & Frontier","Kindle Edition",4.6,43,3.98,29
"Daddy's Girls","Danielle Steel","Romance","Western & Frontier","Paperback",4.6,11057,15.28,29
"A Miracle under the Mistletoe: An Inspirational Romance Novel","Lilah Rivers","Romance","Western & Frontier","Kindle Edition",4.6,111,4.03,29
"Daddy's Little Darling (Montana Daddies Book 2)","Laylah Roberts","Romance","Western & Frontier","Kindle Edition",4.4,3133,19.84,29
"Love to Hate You: The perfect opposites-attract, enemies to lovers romantic comedy from Camilla Isley (The One)","Camilla Isley","Romance","Western & Frontier","Kindle Edition",4.3,140,7.49,29
"After the Storm: A Small Town, Single Dad, Second Chance Romance (Cottonwood Cove Series Book 5)","Laura  Pavlov","Romance","Western & Frontier","Kindle Edition",4.5,7165,20.18,29
"Protecting You: A steamy, single mom cop romance (Chikalu Falls Book 3)","Lena Hendrix","Romance","Western & Frontier","Kindle Edition",4.3,2782,19.41,29
"Make Me Dream: A Small Town Best Friend's Brother Romance (Oil Barrons Book 4)","Marie Johnston","Romance","Western & Frontier","Kindle Edition",4.4,403,24.21,29
"Frank (Guardian Defenders Book 5)","Kris Michaels","Romance","Western & Frontier","Kindle Edition",4.6,2319,19.84,29
"Marked At Birth : A Classic Western Adventure (Westward Western Saga)","Frank Wheeler","Romance","Western & Frontier","Kindle Edition",4.3,1499,3.98,29
"Jake Walker: Texas Ranger: Pursuit: The First Novel In The ""A Jake Walker Western"" Series!","D.M. Haggard","Romance","Western & Frontier","Kindle Edition",4.3,728,3.4,29
"The Rancher's One-Night Mistake: An Age Gap Romance (Billionaires of Evergreen, Texas)","Marian Tee","Romance","Western & Frontier","Kindle Edition",4.2,14,12.03,29
"Stay With Me: A Best Friend's Brother Small Town Romance (Sugarland Creek Book 2)","Brooke  Montgomery","Romance","Western & Frontier","Kindle Edition",4.3,575,15.72,29
"Tame the Heart: A Small Town Grumpy Sunshine Romance (Runaway Ranch Book 1)","Ava Hunter","Romance","Western & Frontier","Kindle Edition",4.3,1627,20.14,29
"The Rest Of Me: A Small Town Romance","Ashley Munoz","Romance","Western & Frontier","Kindle Edition",4.3,1383,20.14,29
"Stranded with a Grumpy Cowboy (Marooned for a Night)","Hope Ford","Romance","Western & Frontier","Kindle Edition",4.4,1255,12.08,29
"Daddy Bear (Montana Daddies Book 1)","Laylah Roberts","Romance","Western & Frontier","Kindle Edition",4.3,3876,19.84,29
"Things We Left Behind: the heart-pounding new book from the bestselling author of Things We Never Got Over (Knockemout Series)","Lucy Score","Romance","Western & Frontier","Paperback",4.6,59980,18.87,29
"Pain in the Village: The Reality of Life in Rural India (Hindi Edition)","Viveki Rai","Romance","Western & Frontier","Kindle Edition",5,1,11.8,29
"Amour... Being in Love","Deba","Romance","Western & Frontier","Paperback",3.5,4,11.31,29
"A Man Called Justice: A Classic Western Series with Heart (Silent Justice Book 1)","John Deacon","Romance","Western & Frontier","Kindle Edition",4.6,7259,4.8,29
"His to Take (The Rowdy Johnson Brothers Book 1)","Tory Baker","Romance","Western & Frontier","Kindle Edition",4.4,119,16.06,29
"Powerless: The must-read, small-town romance and TikTok bestseller! (Chestnut Springs)","Elsie Silver","Romance","Western & Frontier","Paperback",4.4,33561,22.85,29
"Before the Sunset: A Small Town, Friends to Lovers Romance (Cottonwood Cove Series Book 4)","Laura Pavlov","Romance","Western & Frontier","Kindle Edition",4.5,7396,20.09,29
"The Rancher's Plain Jane Wife: A Modern Mail-Order Marriage Romance (Billionaires of Evergreen, Texas)","Marian Tee","Romance","Western & Frontier","Kindle Edition",4.3,21,12.03,29
"The Edens: Juniper Hill (Book 2): (The Edens #2)","Devney Perry","Romance","Western & Frontier","Paperback",4.4,19473,18.33,29
"Kalvane en kannalane: கள்வனே என் கண்ணாளனே (Tamil Edition)","Priya Vinoth","Romance","Workplace Romance","Kindle Edition",5,6,20.14,29
"The Sacred Vows","AashiIrf","Romance","Workplace Romance","Kindle Edition",4.8,67,7.23,29
"Thevitta theenjuvai neyedi full story : தெவிட்டா தீஞ்ச�?வ�? நீயடி ம�?ழ�?தொக�?ப்ப�? (Tamil Edition)","அ. மோகனா  மணிகண்டன்","Romance","Workplace Romance","Kindle Edition",4,2,20.14,29
"Coldhearted King: A Billionaire Workplace Romance (Empty Kingdom Book 1)","L. M.  Dalgleish","Romance","Workplace Romance","Kindle Edition",4.5,7337,20.18,29
"Dear Grumpy Boss: A Brother's Best Friend Office Romance (The Harder They Fall)","Julia Wolf","Romance","Workplace Romance","Kindle Edition",4.3,6743,20.14,29
"Senjudar pagavano avan: செஞ்ச�?டர் பகவனோ அவன் (Tamil Edition)","சத்யா  க�?மார்","Romance","Workplace Romance","Kindle Edition",3.4,7,20.18,29
"Oru kadhal enpathu: ஒர�? காதல் என்பத�? (Tamil Edition)","மகா  மணி","Romance","Workplace Romance","Kindle Edition",4.7,7,20.14,29
"Billionaire Babysitter (The Grump Next Door)","Layla Valentine","Romance","Workplace Romance","Kindle Edition",4.2,277,3.98,29
"The Season of Secrets","Q.B.  Tyler","Romance","Workplace Romance","Kindle Edition",4.2,2680,16.11,29
"An Ugly Love (Once Upon A Time Book 2)","Maya Alden","Romance","Workplace Romance","Kindle Edition",4.3,318,20.14,29
"Sincerely, Your Inconvenient Wife: A Marriage of Convenience Office Romance (The Harder They Fall)","Julia Wolf","Romance","Workplace Romance","Kindle Edition",4.4,4747,20.33,29
"Breaking All The Rules: An Indian Billionaire fake fiancé romance (Sehgal Family & Friends Book 3)","Sapna Bhog","Romance","Workplace Romance","Kindle Edition",4.5,728,9.66,29
"Anyone But The Boss: A sexy, glamorous, enemies-to-lovers billionaire romance from Sara L. Hudson (Anyone But You Series Book 2)","Sara L. Hudson","Romance","Workplace Romance","Kindle Edition",4.5,648,7.49,29
"என் கனவில் நின் விழிகள் : En kanavil nin vizhikal (Tamil Edition)","சித்ரா  ஹரிதாஸ்","Romance","Workplace Romance","Kindle Edition",4.2,6,21.83,29
"Playing by her Rules: An Indian Billionaire second chance office romance (Sehgal Family & Friends Book 7)","Sapna Bhog","Romance","Workplace Romance","Kindle Edition",4.6,435,3.35,29
"என�?த் தழ�?வ�?ம் இளந்தளிரே.! (Tamil Edition)","வதனி பிரப�?","Romance","Workplace Romance","Kindle Edition",4.4,24,27.17,29
"என்ன�? அறியா என்ன�?யிரே: Ennai Ariyaa Ennuyire (Tamil Edition)","ஆத்விகா பொம்ம�? (Aadvika Pommu)","Romance","Workplace Romance","Kindle Edition",4.3,599,8.73,29
"இர�?ம்ப�? இதயனின் அனிச்சம் மலரே..! (Tamil Edition)","பத்மினி நாராயணன்  Padmini Narayanan","Romance","Workplace Romance","Kindle Edition",4.2,78,21.79,29
"என் தேவத�? என�?யாளலாம் (Tamil Edition)","Vishwa Poomi","Romance","Workplace Romance","Kindle Edition",4.4,167,16.93,29
"The Long Road Home: An Indian Billionaire second chance romance (Sehgal Family & Friends Book 5)","Sapna Bhog","Romance","Workplace Romance","Kindle Edition",4.5,674,9.66,29
"அனல் நீ..!! ப�?னல் நான்..!! (Tamil Edition)","Ananthara அனந்தரா","Romance","Workplace Romance","Kindle Edition",0,0,12.03,29
"Shivdas CBSE Class 10 MATHEMATICS Standard 25+1 Past 7 Years Solved Board Papers and Sample Papers (including Delhi and Outside Delhi ALL SETS) for 2024 Board Exams","Ashish Gupta","School Books","International School Boards","Paperback",4.7,426,8.98,8
"Shivdas CBSE Class 10 SCIENCE 25+1 Past 7 Years Solved Board Papers and Sample Papers (including Delhi and Outside Delhi ALL SETS) for 2024 Board Exams","Shivdas Editorial","School Books","International School Boards","Paperback",4.8,399,8.93,8
"Shivdas CBSE Class 10 SOCIAL SCIENCE 25+1 Past 7 Years Solved Board Papers and Sample Papers (including Delhi and Outside Delhi ALL SETS) for 2024 Board Exams","Shivdas Editorial","School Books","International School Boards","Paperback",4.8,278,8.98,8
"Best Book on SSB interview - 2023-2024 Edition","Commander RS Rathore (retd.)","School Books","International School Boards","Paperback",4.4,547,24.26,8
"Devsatya Paperset For Std 12 Science PCB - GROUP B ( Gujarati Medium ) | GSEB Board Examination","The Diwalipura Youth","School Books","International School Boards","Paperback",4.5,482,16.93,8
"Shivdas CBSE Class 10 ENGLISH Language & Literature 25+1 Past 7 Years Solved Board Papers and Sample Papers (including Delhi and Outside Delhi ALL SETS) for 2024 Board Exams","Shivdas Editorial","School Books","International School Boards","Paperback",4.7,97,8.98,8
"Shivdas CBSE Class 12 Mathematics 25+1 Past 7 Years Solved Board Papers and Sample Papers (including Delhi and Outside Delhi ALL SETS) for 2024 Board Exams","Ashish Gupta","School Books","International School Boards","Paperback",4.9,109,11.4,8
"Oswaal One For All Workbook, Class-4, Mathematics (For Latest Exam)","Oswaal Editorial Board","School Books","International School Boards","Paperback",4.3,102,15.38,8
"Oswaal One For All Workbook, Class-1, Mathematics (For Latest Exam)","Oswaal Editorial Board","School Books","International School Boards","Paperback",4.3,84,9.95,8
"Golden Social Science (History, Geography, Civics and Economics): Based on NEW NCERT for Class- 10 (For CBSE 2024 Board Exams, includes Objective Type Question Bank)","Sudha Rastogi","School Books","International School Boards","Paperback",4.4,687,28.14,8
"Oswaal One For All Workbook, Class-3, Mathematics (For Latest Exam)","Oswaal Editorial Board","School Books","International School Boards","Paperback",4.5,96,14.22,8
"Shivdas CBSE Class 10 (PACK OF 4) Mathematics Standard Science Social Science English Language and Literature 25+1 Past 7 Years Solved Board Papers and Sample Papers (including Delhi and Outside Delhi ALL SETS) for 2024 Board Exams","Shivdas Editorial","School Books","International School Boards","Paperback",4.6,356,36.73,8
"Oswaal One For All Workbook, Class-5, Mathematics (For Latest Exam)","Oswaal Editorial Board","School Books","International School Boards","Paperback",4.1,79,13.59,8
"Shivdas CBSE Class 12 Physics 25+1 Past 7 Years Solved Board Papers and Sample Papers (including Delhi and Outside Delhi ALL SETS) for 2024 Board Exams","Sunil Jangra","School Books","International School Boards","Paperback",4.8,102,11.4,8
"Oswaal One For All Workbook, Class-1, English (For Latest Exam )","Oswaal Editorial Board","School Books","International School Boards","Paperback",4.3,84,9.61,8
"Oswaal One For All Workbook, Class-2, English (For Latest Exam)","Oswaal Editorial Board","School Books","International School Boards","Paperback",4.4,84,8.3,8
"Descriptive Writing Book for SSC, IBPS PO and other Bank Exams (English Printed Edition) by Adda247 Publications","Adda247 Publications","School Books","International School Boards","Paperback",4,619,8.24,8
"Magical Book on Quicker Maths","M Tyra","School Books","International School Boards","Unknown Binding",4.2,782,15.96,8
"Jokta Academy Hp Gk Book ENGLISH","Suresh Jokta And Vikash KUmar","School Books","International School Boards","Paperback",4.3,295,8.39,8
"Pegasus Primary English Grammar for Class 1 Students","Team Pegasus","School Books","International School Boards","Paperback",4.4,22,7.71,8
"Oswaal One For All Workbook, Class-2, Mathematics (For Latest Exam)","Oswaal Editorial Board","School Books","International School Boards","Paperback",4.1,74,12.86,8
"Shivdas CBSE Class 12 Chemistry 25+1 Past 7 Years Solved Board Papers and Sample Papers (including Delhi and Outside Delhi ALL SETS) for 2024 Board Exams","Shivdas Editorial","School Books","International School Boards","Paperback",4.9,108,10.19,8
"Oswaal One For All Workbook, Class-1, General Knowledge (For Latest Exam)","Oswaal Editorial Board","School Books","International School Boards","Paperback",4.5,45,12.76,8
"Oswaal One For All Workbook, Class-3, Science (For Latest Exam)","Oswaal Editorial Board","School Books","International School Boards","Paperback",4.5,53,11.6,8
"Oswaal One For All Workbook, Class-3, English (For Latest Exam)","Oswaal Editorial Board","School Books","International School Boards","Paperback",4.4,66,13.49,8
"Shivdas CBSE Class 12 Economics 25+1 Past 7 Years Solved Board Papers and Sample Papers (including Delhi and Outside Delhi ALL SETS) for 2024 Board Exams","Shivdas Editorial","School Books","International School Boards","Paperback",4.8,53,8.73,8
"Oswaal One For All Workbook, Class-2, Science (For Latest Exam)","Oswaal Editorial Board","School Books","International School Boards","Paperback",4.3,36,15.53,8
"Govt.Pharmacist Exam previous year Questions MCQ Book","P.V.THORAT","School Books","International School Boards","Unknown Binding",4,545,21.79,8
"Gunaho ka Devta Hindi pepar back","Dharamveer Bharti","School Books","International School Boards","Paperback",4.5,368,8.98,8
"Shivdas CBSE Class 12 Physics Previous 10 Years Question Papers Chapterwise Question Bank (2013-2023) for 2024 Exams | 2023-24 Board Exams","Sunil Jangra","School Books","International School Boards","Paperback",4.7,120,15.87,8
"Cambridge IGCSE® Mathematics Core and Extended Workbook","Ric Pimentel Terry Wall","School Books","International School Boards","Paperback",3.7,49,34.89,8
"NEW Cambridge IGCSE™ Physics Coursebook with Digital Access (2 years)","David Sang","School Books","International School Boards","Paperback",4.6,161,53.37,8
"Cambridge Lower Secondary Complete Physics: Student Book (Second Edition)","Helen Reynolds","School Books","International School Boards","Product Bundle",4.4,7,65.99,8
"Oswaal One For All Workbook, Class-5, English (For Latest Exam)","Oswaal Editorial Board","School Books","International School Boards","Paperback",4.4,44,13.15,8
"NEW English as a second language Coursebook with digital access (2 years) (Cambridge International Igcse)","Peter Lucantoni","School Books","International School Boards","Product Bundle",4.5,31,104.8,8
"Cambridge Lower Secondary Mathematics Learner's Book 8 with Digital Access (1 Year) (Cambridge Lower Secondary Maths)","Lynn Byrd","School Books","International School Boards","Paperback",4.5,82,62.59,8
"Oswaal One For All Workbook, Class-5, Science (For Latest Exam)","Oswaal Editorial Board","School Books","International School Boards","Paperback",4.3,40,15.91,8
"Cambridge Primary Science Workbook 4 with Digital Access (1 Year)","Fiona Baxter","School Books","International School Boards","Paperback",4.6,49,23.95,8
"Cambridge IGCSE® and O Level Economics Coursebook - 2ED","Susan Grant","School Books","International School Boards","Paperback",4.5,202,42.94,8
"Oswaal One For All Workbook Class 2 English, Math, Science & General Knowledge (Set of 4 Books) (For Latest Exam)","Oswaal Editorial Board","School Books","International School Boards","Product Bundle",4.6,18,53.32,8
"Cambridge IGCSE and O Level Computer Science Second Edition","David Watson","School Books","International School Boards","Paperback",4.7,80,93.16,8
"Cambridge Primary Science Learner's Book 4 with Digital Access (1 Year)","Fiona Baxter","School Books","International School Boards","Paperback",4.3,51,24.21,8
"Pegasus Primary English Grammar for Class 2 Students","Team Pegasus","School Books","International School Boards","Paperback",4.7,17,6.89,8
"Cambridge Primary Mathematics Workbook 1 with Digital Access (1 Year) 2/ed","Cherri Moseley","School Books","International School Boards","Paperback",4.7,13,26.64,8
"Lower Secondary Maths Student's Book: Stage 8: Stage 8: Student's Book (Collins Cambridge Lower Secondary Maths)","Alastair Duncombe","School Books","International School Boards","Paperback",4.1,24,33.48,8
"Oswaal One For All Workbook Class 1 English, Math, Science & General Knowledge (Set of 4 Books) (For Latest Exam)","Oswaal Editorial Board","School Books","International School Boards","Product Bundle",4.1,28,45.03,8
"Cambridge IGCSE® First Language English Language and Skills Practice Book 5/E","Marian Cox","School Books","International School Boards","Paperback",4.6,149,33.67,8
"Cambridge Primary Science Stage 2 Learner's Book 2","Jon Board","School Books","International School Boards","Paperback",4.6,87,13.1,8
"Devsatya Paperset For Std 12 Commerce ( Gujarati Medium ) | Board Examination","The Diwalipura Youth","School Books","International School Boards","Paperback",4.3,278,18.39,8
"Cambridge IGCSE™ Physics, 4/e","Heather Kennett","School Books","International School Boards","Paperback",4.2,58,60.6,8
"Oxford Student Atlas for India, Fourth Edition - Useful for Competitive Exams","Oxford University Press","School Books","Olympiads & Scholarship Exams","Paperback",4.5,4451,11.4,8
"MTG International Mathematics Olympiad (IMO) Workbook for Class 3 - MCQs, Previous Years Solved Paper and Achievers Section - SOF Olympiad Preparation Books For 2023-2024 Exam MAHABIR SINGH","MAHABIR SINGH","School Books","Olympiads & Scholarship Exams","Paperback",4.5,891,3.11,8
"MTG International Mathematics Olympiad (IMO) Workbook for Class 2 - MCQs, Previous Years Solved Paper and Achievers Section - SOF Olympiad Preparation Books For 2023-2024 Exam MAHABIR SINGH","MAHABIR SINGH","School Books","Olympiads & Scholarship Exams","Paperback",4.4,399,3.11,8
"MTG International Mathematics Olympiad (IMO) Workbook for Class 4 - MCQs, Previous Years Solved Paper and Achievers Section - SOF Olympiad Preparation Books For 2023-2024 Exam MAHABIR SINGH","MAHABIR SINGH","School Books","Olympiads & Scholarship Exams","Paperback",4.5,371,3.11,8
"Oswaal One For All Olympiad Previous Years' Solved Papers, Class-1 Mathematics Book (Useful book for all Olympiads) (For 2023 Exam)","Oswaal Editorial Board","School Books","Olympiads & Scholarship Exams","Paperback",4.5,982,11.6,8
"Pearson IIT Foundation Mathematics Class 8, for JEE, NTSE, Olympiad| Revised CBSE and NCERT'23|Free access to e-library for Self Preparation - Fifth Edition 2023","Trishna","School Books","Olympiads & Scholarship Exams","Paperback",4.5,156,20.91,8
"Sainik School Guide Book Class 6 for Entrance Exam 2024 English Medium (New Edition)","Radian Book Company","School Books","Olympiads & Scholarship Exams","Paperback",4.2,82,13.29,8
"MTG International English Olympiad (IEO) Workbook for Class 2 - MCQs, Previous Years Solved Paper and Achievers Section - SOF Olympiad Preparation Books For 2023-2024 Exam ZARRIN ALI KHAN","ZARRIN ALI KHAN","School Books","Olympiads & Scholarship Exams","Paperback",4.5,661,3.11,8
"Oswaal One For All Olympiad Previous Years’ Solved Papers, Class-4 Mathematics Book (Useful book for all Olympiads) (For 2023 Exam)","Oswaal Editorial Board","School Books","Olympiads & Scholarship Exams","Paperback",4.4,440,15.38,8
"Pearson IIT Foundation Mathematics Class 6, for JEE, NTSE, Olympiad| Revised CBSE and NCERT'23|Free access to e-library for Self Preparation - Fifth Edition 2023","Trishna","School Books","Olympiads & Scholarship Exams","Paperback",4.4,83,11.89,8
"MTG National Science Olympiad (NSO) Workbook for Class 2 - Quick Recap, MCQs, Previous Years Solved Paper and Achievers Section - SOF Olympiad Preparation Books For 2023-2024 Exam ANIL AHLAWAT","ANIL AHLAWAT","School Books","Olympiads & Scholarship Exams","Paperback",4.5,198,3.11,8
